#,Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,top100,top20,Top50_Indicator
57,2021,Kyle Garlick,MIN,36,107,5,17,10,1,0.056,0.299,0.232,0.286,0.232,0.28,0.465,0.314,0.345,100.0,0.4,0.4,-0.7,0.3,,,0
58,2021,Bobby Bradley,CLE,74,279,16,36,41,0,0.09,0.355,0.237,0.263,0.208,0.294,0.445,0.314,0.331,101.0,-0.9,-0.6,-5.7,0.3,1.0,,0
59,2021,Jake McCarthy,ARI,24,70,2,11,4,3,0.114,0.329,0.153,0.324,0.22,0.333,0.373,0.315,0.255,96.0,0.1,-0.3,1.2,0.3,,,0
60,2021,Yonathan Daza,COL,107,331,2,26,30,2,0.063,0.181,0.073,0.346,0.282,0.332,0.355,0.304,0.286,74.0,-0.2,-11.2,3.3,0.3,,,0
61,2021,Jake Burger,CHW,15,42,1,5,3,0,0.095,0.357,0.211,0.409,0.263,0.333,0.474,0.344,0.351,118.0,0.2,1.2,0.5,0.3,,,0
62,2021,Anthony Alford,PIT,49,148,5,14,11,5,0.081,0.392,0.173,0.371,0.233,0.311,0.406,0.31,0.289,91.0,-1.4,-3.1,1.2,0.3,1.0,,1
63,2021,Ben Rortvedt,MIN,39,98,3,8,7,0,0.061,0.296,0.112,0.211,0.169,0.229,0.281,0.227,0.267,41.0,-0.1,-7.2,6.7,0.3,,,0
64,2021,Nick Gordon,MIN,73,216,4,19,23,10,0.056,0.255,0.115,0.31,0.24,0.292,0.355,0.283,0.318,79.0,2.2,-3.3,-1.4,0.3,1.0,,0
65,2021,Alex Kirilloff,MIN,59,231,8,23,34,1,0.061,0.225,0.172,0.295,0.251,0.299,0.423,0.307,0.366,95.0,-1.3,-2.8,-2.6,0.3,1.0,1.0,1
66,2021,Yadiel Hernandez,WSN,112,289,9,33,32,3,0.076,0.204,0.14,0.318,0.273,0.329,0.413,0.32,0.312,99.0,-0.1,-0.5,-6.7,0.2,,,0
67,2021,Michael Hermosillo,CHC,16,38,3,5,7,0,0.026,0.316,0.306,0.19,0.194,0.237,0.5,0.307,0.324,92.0,0.0,-0.4,1.4,0.2,,,0
68,2021,Breyvic Valera,TOR,39,97,1,10,15,1,0.082,0.124,0.103,0.28,0.253,0.313,0.356,0.293,0.284,81.0,-0.1,-2.4,1.2,0.2,,,0
69,2021,Geraldo Perdomo,ARI,11,37,0,5,1,0,0.162,0.162,0.161,0.32,0.258,0.378,0.419,0.331,0.283,106.0,0.3,0.6,0.2,0.2,1.0,,0
70,2021,Luis González,CHW,6,11,0,2,0,0,0.273,0.182,0.25,0.333,0.25,0.455,0.5,0.414,0.339,165.0,0.0,0.9,0.8,0.2,,,0
71,2021,Yonny Hernández,TEX,43,166,0,15,6,11,0.102,0.193,0.035,0.277,0.217,0.315,0.252,0.265,0.297,65.0,2.2,-4.9,1.2,0.2,,,0
72,2021,Nick Fortes,MIA,14,34,4,6,7,1,0.088,0.235,0.387,0.263,0.29,0.353,0.677,0.426,0.371,168.0,0.3,3.2,-2.6,0.2,,,0
73,2021,Trevor Larnach,MIN,79,301,7,29,28,1,0.103,0.346,0.127,0.338,0.223,0.322,0.35,0.3,0.306,91.0,-2.2,-5.6,-3.0,0.2,1.0,,1
74,2021,Alfonso Rivas III,CHC,18,49,1,7,3,0,0.082,0.327,0.091,0.481,0.318,0.388,0.409,0.353,0.289,121.0,-0.2,1.1,-1.1,0.2,,,0
75,2021,Max Schrock,CIN,53,134,3,19,14,1,0.06,0.179,0.16,0.333,0.288,0.328,0.448,0.329,0.293,100.0,-0.5,-0.5,-2.3,0.2,,,0
76,2021,Nick Maton,PHI,52,131,2,16,14,2,0.076,0.298,0.128,0.364,0.256,0.323,0.385,0.309,0.281,91.0,0.5,-1.0,-1.9,0.2,,,0
77,2021,DJ Peters,2 Tms,70,240,13,29,38,2,0.05,0.342,0.224,0.237,0.197,0.242,0.422,0.272,0.273,70.0,1.1,-7.6,0.9,0.2,,,0
78,2021,Connor Wong,BOS,6,14,0,3,1,0,0.071,0.5,0.231,0.667,0.308,0.357,0.538,0.376,0.325,134.0,0.0,0.6,0.4,0.1,,,0
79,2021,Lewin Díaz,MIA,40,128,8,16,13,0,0.047,0.258,0.246,0.21,0.205,0.242,0.451,0.288,0.294,78.0,-0.1,-3.7,0.9,0.1,,,0
80,2021,TJ Friedl,CIN,14,36,1,9,2,0,0.111,0.056,0.129,0.276,0.29,0.361,0.419,0.338,0.301,106.0,0.1,0.3,-0.1,0.1,,,0
81,2021,Seth Beer,ARI,5,10,1,4,3,0,0.1,0.3,0.444,0.6,0.444,0.5,0.889,0.57,0.471,261.0,0.0,2.1,-1.0,0.1,,,0
82,2021,Jo Adell,LAA,35,140,4,17,26,2,0.057,0.229,0.162,0.298,0.246,0.295,0.408,0.303,0.312,89.0,-0.5,-2.3,-1.1,0.1,1.0,1.0,1
83,2021,Josh Lowe,TBR,2,2,0,0,0,1,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.785,0.443,422.0,0.2,1.0,0.1,0.1,,,0
84,2021,Austin Allen,OAK,4,8,1,2,1,0,0.0,0.375,0.375,0.25,0.25,0.25,0.625,0.361,0.26,135.0,0.0,0.3,0.5,0.1,,,0
85,2021,Luke Williams,PHI,58,108,1,8,6,2,0.093,0.213,0.071,0.311,0.245,0.315,0.316,0.283,0.266,75.0,-0.1,-3.6,1.1,0.1,,,0
86,2021,Jose Barrero,CIN,21,56,0,4,3,1,0.054,0.304,0.12,0.303,0.2,0.286,0.32,0.271,0.238,62.0,0.5,-2.2,1.5,0.1,,,0
87,2021,Ryan McKenna,BAL,90,197,2,20,14,1,0.122,0.376,0.083,0.312,0.183,0.292,0.266,0.259,0.281,59.0,1.8,-8.1,2.4,0.1,,,0
88,2021,Hoy Park,2 Tms,45,150,3,16,14,1,0.12,0.253,0.141,0.25,0.195,0.297,0.336,0.279,0.292,71.0,0.5,-5.0,1.0,0.1,,,0
89,2021,Andy Burns,LAD,9,15,0,2,0,0,0.2,0.067,0.091,0.3,0.273,0.467,0.364,0.386,0.401,144.0,-0.1,0.7,-0.3,0.1,,,0
90,2021,Yermín Mercedes,CHW,68,262,7,26,37,0,0.076,0.176,0.133,0.309,0.271,0.328,0.404,0.317,0.313,100.0,-1.4,-1.4,-6.6,0.1,,,0
91,2021,Oneil Cruz,PIT,2,9,1,2,3,0,0.0,0.444,0.333,0.5,0.333,0.333,0.667,0.418,0.377,161.0,0.0,0.7,-0.3,0.1,1.0,,1
92,2021,Jonathan Araúz,BOS,28,75,3,9,8,0,0.107,0.2,0.185,0.191,0.185,0.274,0.369,0.282,0.27,71.0,0.4,-2.3,0.5,0.1,,,0
93,2021,Payton Henry,MIA,5,16,0,0,0,0,0.063,0.313,0.067,0.4,0.267,0.313,0.333,0.286,0.331,76.0,0.0,-0.5,0.6,0.1,,,0
94,2021,Luis Barrera,OAK,6,8,0,1,0,0,0.0,0.25,0.0,0.333,0.25,0.25,0.25,0.22,0.238,39.0,0.0,-0.5,0.9,0.1,,,0
95,2021,Jakson Reetz,WSN,2,2,0,1,0,0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.621,0.383,294.0,0.0,0.5,0.0,0.1,,,0
96,2021,Alex De Goti,HOU,2,7,0,2,1,0,0.143,0.286,0.0,0.5,0.333,0.429,0.333,0.35,0.284,124.0,0.0,0.2,0.0,0.0,,,0
97,2021,Tyler Nevin,BAL,6,18,1,3,3,0,0.222,0.278,0.357,0.375,0.286,0.444,0.643,0.452,0.335,190.0,-0.2,1.8,-2.0,0.0,,,0
98,2021,Mario Feliciano,MIL,1,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.692,0.692,340.0,0.1,0.4,0.0,0.0,,,0
99,2021,Ivan Castillo,SDP,3,4,0,0,1,0,0.25,0.0,0.0,0.333,0.333,0.5,0.333,0.393,0.308,151.0,0.0,0.3,0.0,0.0,,,0
100,2021,Riley Adams,2 Tms,47,120,2,13,10,0,0.125,0.333,0.162,0.351,0.222,0.358,0.384,0.332,0.317,106.0,0.2,1.2,-4.9,0.0,,,0
101,2021,Brian Miller,MIA,5,11,0,1,0,0,0.0,0.273,0.0,0.375,0.273,0.273,0.273,0.24,0.23,46.0,0.0,-0.8,0.7,0.0,,,0
102,2021,Kelvin Gutiérrez,2 Tms,85,295,3,23,20,0,0.064,0.258,0.085,0.311,0.232,0.292,0.316,0.27,0.263,66.0,0.3,-11.9,2.1,0.0,,,0
103,2021,Erick Castillo,CHC,4,9,0,0,0,0,0.111,0.111,0.0,0.286,0.25,0.333,0.25,0.272,0.188,69.0,-0.1,-0.4,0.3,0.0,,,0
104,2021,Ali Sánchez,STL,2,4,0,0,0,0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.621,0.51,297.0,-0.9,0.1,-0.1,0.0,,,0
105,2021,Monte Harrison,MIA,9,11,0,0,0,0,0.0,0.273,0.1,0.286,0.2,0.2,0.3,0.212,0.205,28.0,-0.2,-1.2,1.0,0.0,1.0,,0
106,2021,Chadwick Tromp,SFG,9,18,1,1,2,0,0.0,0.222,0.167,0.231,0.222,0.222,0.389,0.258,0.204,62.0,-0.2,-1.0,0.5,0.0,,,0
107,2021,Isaac Paredes,DET,23,85,1,7,5,0,0.118,0.129,0.111,0.226,0.208,0.306,0.319,0.274,0.282,71.0,-1.5,-4.5,1.6,0.0,,,0
108,2021,John Andreoli,SDP,7,7,0,2,0,0,0.143,0.429,0.167,0.333,0.167,0.286,0.333,0.276,0.335,75.0,0.1,-0.2,0.0,0.0,,,0
109,2021,Jack Kruger,LAA,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0
110,2021,Joey Bart,SFG,2,6,0,1,1,0,0.0,0.333,0.0,0.5,0.333,0.333,0.333,0.293,0.322,85.0,0.0,-0.1,-0.2,0.0,1.0,1.0,1
111,2021,Nick Ciuffo,BAL,2,6,0,0,0,0,0.167,0.167,0.2,0.25,0.2,0.333,0.4,0.322,0.262,102.0,0.1,0.1,-0.4,0.0,,,0
112,2021,Corey Ray,MIL,1,3,0,1,0,0,0.333,0.333,0.0,0.0,0.0,0.333,0.0,0.231,0.356,41.0,0.0,-0.2,0.0,0.0,1.0,,1
113,2021,Brian O'Grady,SDP,32,61,2,8,9,0,0.131,0.279,0.176,0.182,0.157,0.267,0.333,0.265,0.293,68.0,0.0,-2.5,0.2,0.0,,,0
114,2021,Romy Gonzalez,CHW,10,33,0,4,2,0,0.03,0.333,0.094,0.381,0.25,0.273,0.344,0.267,0.265,66.0,0.2,-1.2,-0.2,0.0,,,0
115,2021,Tucupita Marcano,SDP,25,50,0,7,3,0,0.12,0.18,0.023,0.229,0.182,0.28,0.205,0.231,0.287,46.0,-0.1,-3.5,1.6,0.0,,,0
116,2021,Otto Lopez,TOR,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-0.3,0.0,0.0,,,0
117,2021,Cody Wilson,WSN,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,-100.0,0.0,-0.3,0.0,0.0,,,0
118,2021,Anthony Bemboom,LAA,8,28,0,2,2,0,0.036,0.357,0.0,0.353,0.222,0.25,0.222,0.213,0.197,29.0,0.1,-2.3,1.1,0.0,,,0
119,2021,Luis Marté,MIA,4,7,0,2,0,0,0.143,0.286,0.0,0.25,0.167,0.286,0.167,0.224,0.227,36.0,0.0,-0.5,0.0,0.0,,,0
120,2021,Jacob Wilson,2 Tms,12,21,0,3,1,0,0.048,0.143,0.15,0.176,0.15,0.19,0.3,0.209,0.224,29.0,0.2,-1.6,0.6,0.0,,,1
121,2021,Wilfredo Tovar,NYM,6,12,0,0,1,0,0.083,0.333,0.0,0.286,0.182,0.25,0.182,0.204,0.241,28.0,0.0,-1.1,0.4,0.0,,,0
122,2021,Braden Bishop,SEA,8,5,0,1,0,0,0.0,0.4,0.0,0.5,0.25,0.25,0.25,0.22,0.149,39.0,0.0,-0.4,-0.1,0.0,,,0
123,2021,Daniel Johnson,CLE,30,81,4,9,5,1,0.049,0.333,0.156,0.283,0.221,0.259,0.377,0.274,0.27,74.0,0.2,-2.4,-0.7,0.0,,,0
124,2021,Tyler Payne,CHC,1,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-0.5,0.1,0.0,,,0
125,2021,Joseph Odom,TBR,2,2,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.098,-100.0,0.0,-0.5,0.0,0.0,,,0
126,2021,Rodolfo Castro,PIT,31,93,5,9,8,0,0.065,0.29,0.198,0.222,0.198,0.258,0.395,0.281,0.292,73.0,-0.1,-3.3,-0.2,0.0,,,0
127,2021,Emmanuel Rivera,KCR,29,98,1,13,5,2,0.082,0.214,0.078,0.324,0.256,0.316,0.333,0.289,0.317,78.0,0.7,-2.0,-1.8,0.0,,,0
128,2021,Kevin Padlo,2 Tms,10,15,0,1,0,0,0.133,0.6,0.077,0.25,0.077,0.2,0.154,0.175,0.171,10.0,0.0,-1.7,0.7,0.0,,,0
129,2021,Ronnie Dawson,HOU,3,6,0,2,0,0,0.167,0.0,0.0,0.2,0.2,0.333,0.2,0.262,0.29,64.0,-0.2,-0.5,-0.2,0.0,,,0
130,2021,Hunter Owen,PIT,3,5,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.144,0.188,-17.0,0.0,-0.7,0.0,-0.1,,,0
131,2021,Sean Kazmar Jr.,ATL,3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,-100.0,0.0,-0.5,-0.1,-0.1,,,0
132,2021,Johneshwy Fargas,2 Tms,22,54,0,4,5,1,0.019,0.278,0.135,0.351,0.25,0.264,0.385,0.275,0.209,73.0,-0.4,-2.2,-0.2,-0.1,,,0
133,2021,Seby Zavala,CHW,37,104,5,15,15,0,0.058,0.394,0.194,0.255,0.183,0.24,0.376,0.265,0.219,65.0,0.2,-4.3,0.1,-0.1,,,0
134,2021,Taylor Jones,HOU,35,108,2,11,16,0,0.037,0.269,0.157,0.315,0.245,0.269,0.402,0.283,0.249,79.0,-0.6,-3.5,-0.8,-0.1,,,0
135,2021,Eli White,TEX,64,220,6,26,15,4,0.082,0.3,0.131,0.23,0.177,0.259,0.308,0.253,0.249,57.0,0.3,-11.2,3.0,-0.1,,,0
136,2021,Yohel Pozo,TEX,21,77,1,8,9,0,0.039,0.13,0.095,0.317,0.284,0.312,0.378,0.3,0.3,89.0,-0.4,-1.5,-1.9,-0.1,,,0
137,2021,Taylor Trammell,SEA,51,178,8,23,18,2,0.096,0.421,0.199,0.233,0.16,0.256,0.359,0.27,0.233,73.0,-0.3,-6.2,-0.6,-0.1,1.0,1.0,1
138,2021,Rafael Marchán,PHI,20,56,1,7,4,0,0.071,0.179,0.115,0.268,0.231,0.286,0.346,0.277,0.278,70.0,-0.2,-2.3,-0.4,-0.1,,,0
139,2021,Jaylin Davis,SFG,5,9,0,1,0,0,0.0,0.111,0.111,0.125,0.111,0.111,0.222,0.138,0.128,-16.0,0.0,-1.3,0.3,-0.1,,,0
140,2021,Cal Raleigh,SEA,47,148,2,6,13,0,0.047,0.351,0.129,0.267,0.18,0.223,0.309,0.231,0.227,46.0,0.0,-9.7,3.8,-0.1,,,0
141,2021,Trey Amburgey,NYY,2,4,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.028,-100.0,0.0,-1.0,0.1,-0.1,,,0
142,2021,Daz Cameron,DET,35,115,4,16,13,6,0.087,0.33,0.165,0.262,0.194,0.278,0.359,0.281,0.284,76.0,2.2,-1.2,-3.6,-0.1,,,0
143,2021,Ryan Dorow,TEX,3,7,0,0,0,0,0.143,0.429,0.0,0.0,0.0,0.143,0.0,0.099,0.175,-47.0,0.0,-1.3,0.1,-0.1,,,0
144,2021,Stuart Fairchild,ARI,12,17,0,3,2,0,0.059,0.176,0.067,0.167,0.133,0.235,0.2,0.208,0.278,26.0,0.0,-1.6,0.1,-0.1,,,0
145,2021,Jack López,BOS,7,16,0,2,0,0,0.063,0.375,0.154,0.286,0.154,0.214,0.308,0.227,0.152,34.0,0.0,-1.3,-0.1,-0.1,,,0
146,2021,Taylor Gushue,CHC,2,4,0,0,0,0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.005,-100.0,0.0,-1.1,0.0,-0.1,,,0
147,2021,Scott Hurst,STL,7,5,0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.153,-100.0,0.2,-1.1,0.0,-0.1,,,0
148,2021,William Contreras,ATL,52,185,8,19,23,0,0.103,0.292,0.184,0.265,0.215,0.303,0.399,0.303,0.32,87.0,-0.7,-3.8,-3.5,-0.1,,,0
149,2021,Ryan Vilade,COL,3,7,0,0,0,0,0.143,0.143,0.0,0.0,0.0,0.143,0.0,0.099,0.331,-59.0,0.0,-1.4,0.0,-0.1,,,0
150,2021,Dillon Thomas,SEA,4,9,0,2,2,0,0.0,0.778,0.0,0.5,0.111,0.111,0.111,0.098,0.101,-43.0,0.2,-1.3,-0.2,-0.1,,,0
151,2021,José Devers,MIA,21,46,0,7,5,0,0.065,0.239,0.073,0.323,0.244,0.304,0.317,0.276,0.284,70.0,0.4,-1.4,-1.4,-0.1,,,0
152,2021,Travis Blankenhorn,2 Tms,24,24,1,4,4,0,0.042,0.333,0.217,0.214,0.174,0.208,0.391,0.253,,59.0,0.0,-1.2,-0.9,-0.1,,,0
153,2021,Jacob Nottingham,2 Tms,15,45,3,5,6,0,0.044,0.444,0.25,0.167,0.15,0.222,0.4,0.263,0.246,66.0,-0.2,-2.1,-0.8,-0.1,,,0
154,2021,Edward Olivares,KCR,39,111,5,14,12,2,0.045,0.171,0.168,0.244,0.238,0.291,0.406,0.301,0.297,86.0,-0.3,-2.3,-2.9,-0.1,,,0
155,2021,Zach McKinstry,LAD,60,172,7,19,29,1,0.058,0.291,0.19,0.262,0.215,0.263,0.405,0.282,0.272,77.0,-0.1,-5.2,-2.0,-0.1,,,0
156,2021,Troy Stokes Jr.,PIT,8,20,0,2,2,1,0.05,0.25,0.056,0.154,0.111,0.2,0.167,0.177,0.232,4.0,0.2,-2.2,0.1,-0.2,,,0
157,2021,Garrett Stubbs,HOU,18,38,0,2,3,0,0.053,0.184,0.059,0.222,0.176,0.222,0.235,0.205,0.212,26.0,0.2,-3.3,0.4,-0.2,,,0
158,2021,Eddy Alvarez,MIA,24,74,1,8,6,1,0.054,0.243,0.141,0.244,0.188,0.297,0.328,0.277,0.327,71.0,1.0,-1.8,-2.2,-0.2,,,0
159,2021,Joshua Palacios,TOR,13,42,0,7,4,0,0.071,0.262,0.0,0.28,0.2,0.293,0.2,0.236,0.302,42.0,0.3,-2.7,-0.3,-0.2,,,0
160,2021,Scott Heineman,CIN,19,34,2,5,3,0,0.088,0.441,0.2,0.077,0.1,0.206,0.3,0.226,0.205,33.0,0.0,-2.9,0.1,-0.2,,,0
161,2021,Jacob Robson,DET,4,7,0,1,0,0,0.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.134,-100.0,-0.1,-2.0,0.1,-0.2,,,0
162,2021,Anderson Tejeda,TEX,5,17,0,1,0,1,0.059,0.588,0.0,0.167,0.063,0.118,0.063,0.092,0.114,-51.0,0.2,-3.0,0.7,-0.2,,,0
163,2021,Chris Gittens,NYY,16,44,1,1,5,0,0.159,0.295,0.083,0.13,0.111,0.25,0.194,0.216,0.302,34.0,0.0,-3.6,0.2,-0.2,,,0
164,2021,Zach Reks,LAD,6,10,0,2,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.075,-100.0,0.0,-2.6,0.3,-0.2,,,0
165,2021,Andrew Vaughn,CHW,127,469,15,56,48,1,0.087,0.215,0.161,0.271,0.235,0.309,0.396,0.306,0.332,93.0,-2.6,-6.9,-11.2,-0.2,1.0,1.0,1
166,2021,Trent Giambrone,CHC,5,13,0,0,0,0,0.0,0.308,0.0,0.222,0.154,0.154,0.154,0.135,0.113,-20.0,0.0,-2.0,-0.5,-0.2,,,0
167,2021,Henry Ramos,ARI,18,55,1,5,8,0,0.073,0.218,0.1,0.237,0.2,0.255,0.3,0.244,0.261,49.0,0.3,-3.2,-0.7,-0.2,,,0
168,2021,Andrew Young,ARI,58,104,6,13,15,0,0.058,0.433,0.275,0.317,0.209,0.298,0.484,0.332,0.312,106.0,0.2,1.0,-6.7,-0.2,,,0
169,2021,Jose Rojas,LAA,61,184,6,26,15,2,0.082,0.272,0.19,0.259,0.208,0.277,0.399,0.292,0.293,82.0,-1.2,-5.3,-3.4,-0.2,,,0
170,2021,Alejo Lopez,CIN,14,23,0,3,0,0,0.0,0.217,0.0,0.333,0.261,0.261,0.261,0.229,0.245,35.0,-0.2,-2.1,-1.1,-0.2,,,0
171,2021,Leody Taveras,TEX,49,185,3,14,9,10,0.049,0.324,0.109,0.225,0.161,0.207,0.27,0.209,0.246,28.0,2.6,-13.8,5.1,-0.2,1.0,,1
172,2021,Brent Rooker,MIN,58,213,9,25,16,0,0.07,0.329,0.196,0.264,0.201,0.291,0.397,0.301,0.341,91.0,0.4,-2.0,-7.8,-0.2,,,0
173,2021,Patrick Mazeika,NYM,37,87,1,6,6,0,0.046,0.207,0.076,0.23,0.19,0.253,0.266,0.228,0.231,44.0,0.2,-6.0,0.5,-0.3,,,0
174,2021,Andrew Velazquez,NYY,28,68,1,11,6,4,0.015,0.338,0.134,0.326,0.224,0.235,0.358,0.252,0.256,59.0,0.5,-2.9,-2.1,-0.3,,,0
175,2021,José Godoy,SEA,16,40,0,2,3,0,0.075,0.35,0.027,0.261,0.162,0.225,0.189,0.193,0.186,21.0,0.0,-3.8,-0.3,-0.3,,,0
176,2021,Sam Haggerty,SEA,35,94,2,15,5,5,0.064,0.298,0.105,0.25,0.186,0.247,0.291,0.24,0.285,52.0,0.8,-4.6,-1.4,-0.3,,,0
177,2021,P.J. Higgins,CHC,9,25,0,1,0,0,0.08,0.32,0.0,0.067,0.043,0.12,0.043,0.09,0.164,-49.0,-0.1,-4.9,1.1,-0.3,,,0
178,2021,Kevin Smith,TOR,18,36,1,2,1,0,0.083,0.306,0.094,0.1,0.094,0.194,0.188,0.182,0.246,6.0,-0.1,-4.2,-0.1,-0.3,,,0
179,2021,Mickey Moniak,PHI,21,37,1,3,3,0,0.081,0.432,0.091,0.125,0.091,0.167,0.182,0.147,0.19,-14.0,0.3,-5.1,0.8,-0.3,1.0,1.0,1
180,2021,Sebastián Rivero,KCR,17,44,0,1,3,0,0.068,0.341,0.05,0.28,0.175,0.25,0.225,0.22,0.238,31.0,-0.1,-3.8,-0.9,-0.3,,,0
181,2021,Nick Heath,ARI,20,39,0,3,1,0,0.103,0.385,0.029,0.25,0.143,0.231,0.171,0.18,0.209,8.0,-0.9,-5.5,1.0,-0.3,,,0
182,2021,Mark Payton,CIN,24,24,0,2,0,0,0.083,0.292,0.0,0.267,0.182,0.25,0.182,0.204,0.272,19.0,-0.6,-3.1,-0.9,-0.3,,,0
183,2021,Jake Hager,2 Tms,14,30,0,2,2,0,0.133,0.467,0.0,0.25,0.115,0.233,0.115,0.18,0.232,9.0,-0.1,-3.6,-0.7,-0.3,,,0
184,2021,Luke Raley,LAD,33,72,2,5,4,0,0.028,0.347,0.106,0.256,0.182,0.25,0.288,0.236,0.302,47.0,0.1,-4.8,-0.9,-0.3,,,0
185,2021,Greg Deichmann,CHC,14,31,0,0,1,0,0.032,0.452,0.0,0.25,0.133,0.161,0.133,0.136,0.174,-20.0,0.0,-4.8,0.3,-0.3,,,0
186,2021,Jason Martin,TEX,58,154,6,14,17,3,0.052,0.266,0.146,0.245,0.208,0.248,0.354,0.26,0.28,62.0,0.0,-7.3,-1.5,-0.3,,,0
187,2021,Donovan Walton,SEA,24,69,2,6,7,1,0.058,0.217,0.159,0.239,0.206,0.254,0.365,0.267,0.269,71.0,0.2,-2.2,-3.6,-0.4,,,0
188,2021,Colton Welker,COL,19,40,0,7,2,0,0.075,0.275,0.027,0.269,0.189,0.25,0.216,0.215,0.297,16.0,-0.3,-4.6,-0.3,-0.4,1.0,,0
189,2021,Jarren Duran,BOS,33,112,2,17,10,2,0.036,0.357,0.121,0.318,0.215,0.241,0.336,0.247,0.25,48.0,0.5,-6.7,-0.8,-0.4,,,0
190,2021,Luis Campusano,SDP,11,38,0,0,1,0,0.105,0.289,0.0,0.13,0.088,0.184,0.088,0.142,0.246,-12.0,-0.9,-6.3,1.4,-0.4,1.0,,1
191,2021,Jared Oliva,PIT,20,43,0,4,2,2,0.07,0.233,0.05,0.233,0.175,0.233,0.225,0.197,0.214,17.0,0.4,-4.1,-1.1,-0.4,,,0
192,2021,Alan Trejo,COL,28,50,1,7,3,0,0.06,0.3,0.109,0.29,0.217,0.26,0.326,0.245,0.278,36.0,-0.9,-5.0,-0.5,-0.4,,,0
193,2021,Wyatt Mathisen,ARI,23,51,1,3,8,0,0.098,0.412,0.071,0.19,0.119,0.255,0.19,0.219,0.27,33.0,0.1,-4.2,-1.6,-0.4,,,0
194,2021,Vimael Machín,OAK,15,37,0,1,1,0,0.081,0.27,0.0,0.182,0.125,0.2,0.125,0.16,0.19,-1.0,-0.1,-4.7,-0.8,-0.4,,,0
195,2021,Sheldon Neuse,LAD,33,66,3,6,4,1,0.015,0.394,0.154,0.222,0.169,0.182,0.323,0.214,0.249,32.0,-0.7,-6.4,-0.1,-0.4,,,0
196,2021,Aramis Garcia,OAK,32,94,3,8,7,0,0.011,0.298,0.114,0.263,0.205,0.239,0.318,0.244,0.229,56.0,-1.0,-6.1,-1.5,-0.4,,,0
197,2021,Khalil Lee,NYM,11,18,0,2,1,0,0.0,0.722,0.056,0.2,0.056,0.056,0.111,0.069,0.068,-60.0,0.0,-3.7,-1.3,-0.4,,,0
198,2021,Jason Vosler,SFG,41,82,3,12,9,2,0.085,0.256,0.178,0.2,0.178,0.256,0.356,0.261,0.296,64.0,-0.4,-4.2,-3.0,-0.4,,,0
199,2021,Vidal Bruján,TBR,10,26,0,3,2,1,0.0,0.308,0.0,0.111,0.077,0.077,0.077,0.068,0.175,-63.0,0.3,-4.9,-0.5,-0.5,1.0,,1
200,2021,Edwin Ríos,LAD,25,60,1,4,1,0,0.117,0.3,0.059,0.094,0.078,0.217,0.137,0.182,0.256,12.0,-0.2,-7.0,0.3,-0.5,,,0
201,2021,Alex Jackson,2 Tms,52,151,3,13,12,0,0.086,0.483,0.099,0.273,0.137,0.252,0.237,0.227,0.222,37.0,0.2,-11.8,2.1,-0.5,,,0
202,2021,Will Craig,PIT,18,65,1,5,3,0,0.077,0.338,0.083,0.324,0.217,0.277,0.3,0.251,0.226,53.0,-0.2,-4.1,-2.9,-0.5,,,0
203,2021,Jarred Kelenic,SEA,93,377,14,41,43,6,0.095,0.281,0.169,0.216,0.181,0.265,0.35,0.27,0.314,73.0,0.1,-12.3,-5.8,-0.5,1.0,1.0,1
204,2021,Kean Wong,LAA,32,66,0,3,6,0,0.03,0.258,0.067,0.233,0.167,0.194,0.233,0.187,0.25,11.0,-0.7,-7.9,0.2,-0.5,,,0
205,2021,José Marmolejos,SEA,41,122,4,11,12,0,0.123,0.32,0.151,0.203,0.16,0.262,0.311,0.256,0.279,64.0,-0.7,-6.1,-3.8,-0.6,,,0
206,2021,Cristian Pache,ATL,22,68,1,6,4,0,0.029,0.368,0.095,0.162,0.111,0.152,0.206,0.159,0.192,-7.0,0.0,-9.3,1.0,-0.6,1.0,1.0,1
